"BayId","location","lat","lon"
"5556","(-37.812465971039046, 144.98308392926054)",-37.812465971039,144.983083929261
"3822","(-37.80718808695781, 144.9543188718062)",-37.8071880869578,144.954318871806
"1897","(-37.81671279634483, 144.9573449461614)",-37.8167127963448,144.957344946161
"6009","(-37.819984138312684, 144.9512977110238)",-37.8199841383127,144.951297711024
"909","(-37.814502169812556, 144.96887680360908)",-37.8145021698126,144.968876803609
"8898","(-37.812855584057786, 144.96024746530992)",-37.8128555840578,144.96024746531
"4320","(-37.809331444399675, 144.9562035389631)",-37.8093314443997,144.956203538963
"6264","(-37.81897597221868, 144.94840418452947)",-37.8189759722187,144.948404184529
"3044","(-37.80285324569802, 144.9568774084001)",-37.802853245698,144.9568774084
"5100","(-37.825504773219706, 144.96878836099705)",-37.8255047732197,144.968788360997
"4325","(-37.80927683391343, 144.95627639567826)",-37.8092768339134,144.956276395678
"5480","(-37.81075649038572, 144.97804723010242)",-37.8107564903857,144.978047230102
"5922","(-37.80297901819951, 144.96714913656768)",-37.8029790181995,144.967149136568
"5494","(-37.81583101272916, 144.98251129119456)",-37.8158310127292,144.982511291195
"6640","(-37.81946689527387, 144.94348813888075)",-37.8194668952739,144.943488138881
"3820","(-37.80723525042285, 144.9543402966289)",-37.8072352504228,144.954340296629
"2728","(-37.80967442993663, 144.9609548476264)",-37.8096744299366,144.960954847626
"2259","(-37.81259394702187, 144.95321026102414)",-37.8125939470219,144.953210261024
"6371","(-37.82047869686021, 144.9440771269126)",-37.8204786968602,144.944077126913
"1732","(-37.8119049138685, 144.97144518199067)",-37.8119049138685,144.971445181991
"5891","(-37.80285527241979, 144.9668733826557)",-37.8028552724198,144.966873382656
"8150","(-37.816803333884565, 144.98165467509347)",-37.8168033338846,144.981654675093
"5687","(-37.810070441749716, 144.97979226021312)",-37.8100704417497,144.979792260213
"3390","(-37.806091285795176, 144.95088646363757)",-37.8060912857952,144.950886463638
"5603","(-37.80946965054932, 144.97412757656707)",-37.8094696505493,144.974127576567
"1501","(-37.81900860184379, 144.95826153479936)",-37.8190086018438,144.958261534799
"5804","(-37.8157464614875, 144.98034187475793)",-37.8157464614875,144.980341874758
"3813","(-37.8074008905007, 144.95441548939652)",-37.8074008905007,144.954415489397
"8152","(-37.81674508862993, 144.9811153053907)",-37.8167450886299,144.981115305391
"8123","(-37.816686653828086, 144.98164638908594)",-37.8166866538281,144.981646389086
"5508","(-37.81509804827256, 144.9826358111394)",-37.8150980482726,144.982635811139
"6158","(-37.818614923484425, 144.94767834910442)",-37.8186149234844,144.947678349104
"4324","(-37.80929193561419, 144.95621118531693)",-37.8092919356142,144.956211185317
"6071","(-37.81874137488337, 144.94792655456513)",-37.8187413748834,144.947926554565
"5433","(-37.81368278298126, 144.9777961433166)",-37.8136827829813,144.977796143317
"2622","(-37.816576812948064, 144.9554080891807)",-37.8165768129481,144.955408089181
"1737","(-37.81182606166182, 144.97116208831739)",-37.8118260616618,144.971162088317
"5526","(-37.81416868420777, 144.9827942083191)",-37.8141686842078,144.982794208319
"5890","(-37.8028519401346, 144.96684307221085)",-37.8028519401346,144.966843072211
"8320","(-37.81016737728291, 144.98346721406466)",-37.8101673772829,144.983467214065
"3619","(-37.805918333860525, 144.9554908226089)",-37.8059183338605,144.955490822609
"3686","(-37.80500159217506, 144.95712214565845)",-37.8050015921751,144.957122145658
"5822","(-37.81591260602434, 144.98015121969343)",-37.8159126060243,144.980151219693
"5835","(-37.816014572676195, 144.9810797335309)",-37.8160145726762,144.981079733531
"8129","(-37.8166424697812, 144.98123340444351)",-37.8166424697812,144.981233404444
"5501","(-37.815460095519256, 144.98257422341663)",-37.8154600955193,144.982574223417
"3033","(-37.80311249971332, 144.95699835578)",-37.8031124997133,144.95699835578
"3821","(-37.807211723869486, 144.9543295690596)",-37.8072117238695,144.95432956906
"5834","(-37.81600397738242, 144.98098276323154)",-37.8160039773824,144.980982763232
"5928","(-37.80285503664619, 144.96775705254356)",-37.8028550366462,144.967757052544
"4327","(-37.80925569590514, 144.9562800890904)",-37.8092556959051,144.95628008909
"5487","(-37.810269603669454, 144.97812841926637)",-37.8102696036695,144.978128419266
"1272","(-37.81365261136899, 144.9545957601222)",-37.813652611369,144.954595760122
"5509","(-37.81504652097266, 144.98264459820194)",-37.8150465209727,144.982644598202
"5525","(-37.814219999526756, 144.982785460789)",-37.8142199995268,144.982785460789
"5427","(-37.81399372674052, 144.97774422227803)",-37.8139937267405,144.977744222278
"5453","(-37.812549429477926, 144.97798371349444)",-37.8125494294779,144.977983713494
"1899","(-37.81661084383534, 144.95729874578421)",-37.8166108438353,144.957298745784
"3046","(-37.80280546182864, 144.95685528863962)",-37.8028054618286,144.95685528864
"5524","(-37.81427144972767, 144.98277676593383)",-37.8142714497277,144.982776765934
"8151","(-37.816749289206946, 144.98114263809254)",-37.8167492892069,144.981142638093
"3259","(-37.80699050269098, 144.9534815547595)",-37.806990502691,144.953481554759
"5903","(-37.80291835913376, 144.9674473630265)",-37.8029183591338,144.967447363027
"5545","(-37.81308415235573, 144.98298085049117)",-37.8130841523557,144.982980850491
"5534","(-37.81365261265179, 144.98288282649173)",-37.8136526126518,144.982882826492
"5435","(-37.81358014797943, 144.97781341694056)",-37.8135801479794,144.977813416941
"1735","(-37.81180828318919, 144.9712227761984)",-37.8118082831892,144.971222776198
"5717","(-37.810697497599946, 144.97613294712625)",-37.8106974975999,144.976132947126
"1810","(-37.81670841631035, 144.95495040296527)",-37.8167084163103,144.954950402965
"4013","(-37.80583792831153, 144.95214406960355)",-37.8058379283115,144.952144069604
"5842","(-37.81606708418995, 144.98155199986667)",-37.81606708419,144.981551999867
"6647","(-37.81944571124622, 144.94364028336634)",-37.8194457112462,144.943640283366
"5506","(-37.81520232267109, 144.982618180015)",-37.8152023226711,144.982618180015
"5521","(-37.81442711693971, 144.98275030591668)",-37.8144271169397,144.982750305917
"5723","(-37.81073975776732, 144.97652234965057)",-37.8107397577673,144.976522349651
"4329","(-37.809234010653554, 144.956283910284)",-37.8092340106536,144.956283910284
"5826","(-37.81594173624363, 144.98041689467863)",-37.8159417362436,144.980416894679
"3192","(-37.80828103109838, 144.95469843560392)",-37.8082810310984,144.954698435604
"6422","(-37.82098157171653, 144.94541576872786)",-37.8209815717165,144.945415768728
"1594","(-37.816649936395535, 144.96227785981011)",-37.8166499363955,144.96227785981
"1503","(-37.819291587190236, 144.95764692833347)",-37.8192915871902,144.957646928333
"3836","(-37.80660767581779, 144.95405575694514)",-37.8066076758178,144.954055756945
"5825","(-37.81593434885727, 144.9803495112167)",-37.8159343488573,144.980349511217
"5248","(-37.811825749221, 144.95214162680563)",-37.811825749221,144.952141626806
"4760","(-37.82276778092039, 144.96684927159748)",-37.8227677809204,144.966849271597
"5451","(-37.8126522189701, 144.97796646250606)",-37.8126522189701,144.977966462506
"3205","(-37.80741815038276, 144.95430203357068)",-37.8074181503828,144.954302033571
"2569","(-37.81353464672647, 144.95796968180505)",-37.8135346467265,144.957969681805
"3620","(-37.80565938100267, 144.954826317798)",-37.8056593810027,144.954826317798
"5576","(-37.81104160311037, 144.98332184983354)",-37.8110416031104,144.983321849834
"1019","(-37.81537450838522, 144.9609981458234)",-37.8153745083852,144.960998145823
"4371","(-37.80742646322691, 144.95319331349833)",-37.8074264632269,144.953193313498
"3858","(-37.80726545039158, 144.95490180880097)",-37.8072654503916,144.954901808801
"8319","(-37.81021916952085, 144.98345853753034)",-37.8102191695208,144.98345853753
"5444","(-37.81301337531695, 144.97790603722422)",-37.8130133753169,144.977906037224
"6645","(-37.8195015819484, 144.943665942775)",-37.8195015819484,144.943665942775
"3387","(-37.80617781003179, 144.95092591905063)",-37.8061778100318,144.950925919051
"1291","(-37.81285802621315, 144.95397486300203)",-37.8128580262131,144.953974863002
"6073","(-37.818778775012674, 144.9477980827565)",-37.8187787750127,144.947798082756
"5836","(-37.81602165092053, 144.98114412999237)",-37.8160216509205,144.981144129992
"5823","(-37.81591965830468, 144.98021528232428)",-37.8159196583047,144.980215282324
"2411","(-37.80957738121015, 144.9714964048274)",-37.8095773812101,144.971496404827
"5893","(-37.802862197977575, 144.96693592455466)",-37.8028621979776,144.966935924555
"5546","(-37.813032957667545, 144.98298944856776)",-37.8130329576675,144.982989448568
"5689","(-37.810087252936114, 144.97994641924595)",-37.8100872529361,144.979946419246
"3191","(-37.80833177449209, 144.95472159046906)",-37.8083317744921,144.954721590469
"5829","(-37.81596396837868, 144.98061896478418)",-37.8159639683787,144.980618964784
"5522","(-37.81437468978826, 144.98275918545454)",-37.8143746897883,144.982759185455
"5492","(-37.81240391608255, 144.98333221963202)",-37.8124039160826,144.983332219632
"6005","(-37.81991148319636, 144.95154801430996)",-37.8199114831964,144.95154801431
"5410","(-37.811197954512316, 144.97554565418105)",-37.8111979545123,144.975545654181
"5728","(-37.81084267892859, 144.9774676217727)",-37.8108426789286,144.977467621773
"5568","(-37.81183781077067, 144.98318875471043)",-37.8118378107707,144.98318875471
"3267","(-37.80678413595104, 144.95351785207032)",-37.806784135951,144.95351785207
"4609","(-37.82457668385308, 144.9684363783186)",-37.8245766838531,144.968436378319
"5831","(-37.81598145514784, 144.9807774962766)",-37.8159814551478,144.980777496277
"5419","(-37.81123821091168, 144.97543311379718)",-37.8112382109117,144.975433113797
"5502","(-37.81540764950641, 144.98258312473524)",-37.8154076495064,144.982583124735
"5917","(-37.802795489126595, 144.96721631450913)",-37.8027954891266,144.967216314509
"5563","(-37.812102074876826, 144.98314484271316)",-37.8121020748768,144.983144842713
"5399","(-37.809957840308044, 144.9757155010556)",-37.809957840308,144.975715501056
"5765","(-37.811983005070296, 144.97604299006127)",-37.8119830050703,144.976042990061
"5477","(-37.811287488946306, 144.97795896389945)",-37.8112874889463,144.977958963899
"8153","(-37.81673355931401, 144.9809988170741)",-37.816733559314,144.980998817074
"4361","(-37.80712310200124, 144.95381396511996)",-37.8071231020012,144.95381396512
"5504","(-37.81530442557474, 144.98260082214026)",-37.8153044255747,144.98260082214
"6267","(-37.81914482119926, 144.9484106244932)",-37.8191448211993,144.948410624493
"5708","(-37.810226893313526, 144.9825304878785)",-37.8102268933135,144.982530487879
"3551","(-37.80884456862403, 144.95402145604163)",-37.808844568624,144.954021456042
"5423","(-37.81101113051285, 144.97546868544407)",-37.8110111305129,144.975468685444
"8130","(-37.81663498932373, 144.98116356058125)",-37.8166349893237,144.981163560581
"5807","(-37.81576864943921, 144.98054338231634)",-37.8157686494392,144.980543382316
"5543","(-37.813188546993985, 144.98296287078722)",-37.813188546994,144.982962870787
"3568","(-37.80893103506304, 144.95319811001679)",-37.808931035063,144.953198110017
"5821","(-37.81587181680066, 144.98148603607405)",-37.8158718168007,144.981486036074
"8311","(-37.809899150264044, 144.9837488503107)",-37.809899150264,144.983748850311
"5551","(-37.81277389222967, 144.98303275474183)",-37.8127738922297,144.983032754742
"2541","(-37.81324922509783, 144.95894759013134)",-37.8132492250978,144.958947590131
"5550","(-37.8128246263403, 144.98302441993522)",-37.8128246263403,144.983024419935
"8128","(-37.816650137434166, 144.98130396822356)",-37.8166501374342,144.981303968224
"2235","(-37.81210381814597, 144.9549497590006)",-37.812103818146,144.954949759001
"5833","(-37.81599647120727, 144.98091417073698)",-37.8159964712073,144.980914170737
"3693","(-37.804983236421904, 144.95695524712357)",-37.8049832364219,144.956955247124
"3181","(-37.80289333099149, 144.95668528481883)",-37.8028933309915,144.956685284819
"5727","(-37.810771427274034, 144.97681376619752)",-37.810771427274,144.976813766198
"5796","(-37.81527779729569, 144.97608851401378)",-37.8152777972957,144.976088514014
"4326","(-37.80927211640835, 144.95621497884622)",-37.8092721164084,144.956214978846
"5798","(-37.81529246777221, 144.97622333117704)",-37.8152924677722,144.976223331177
"1901","(-37.816510247887585, 144.95725315964157)",-37.8165102478876,144.957253159642
"8982","(-37.824424484744476, 144.97035129260922)",-37.8244244847445,144.970351292609
"5431","(-37.813786523039134, 144.97777874546148)",-37.8137865230391,144.977778745461
"5486","(-37.81033788188465, 144.97811715353254)",-37.8103378818846,144.978117153533
"1504","(-37.81931040251153, 144.95758243964036)",-37.8193104025115,144.95758243964
"3803","(-37.80809212219789, 144.95473598666138)",-37.8080921221979,144.954735986661
"5569","(-37.81177509988307, 144.9831990790965)",-37.8117750998831,144.983199079096
"8324","(-37.80996020878682, 144.9835019189169)",-37.8099602087868,144.983501918917
"6268","(-37.819201103485526, 144.94841290017195)",-37.8192011034855,144.948412900172
"7959","(-37.817110406551436, 144.9820634536137)",-37.8171104065514,144.982063453614
"5578","(-37.81094090381197, 144.98333865476195)",-37.810940903812,144.983338654762
"3635","(-37.80558417130324, 144.95415795040003)",-37.8055841713032,144.9541579504
"879","(-37.81195047079741, 144.96782860739688)",-37.8119504707974,144.967828607397
"5537","(-37.813498645452, 144.98290903858867)",-37.813498645452,144.982909038589
"5412","(-37.811085566669895, 144.97556512143274)",-37.8110855666699,144.975565121433
"5791","(-37.815241109617574, 144.97575153747755)",-37.8152411096176,144.975751537478
"3281","(-37.806552092041514, 144.953558766649)",-37.8065520920415,144.953558766649
"5571","(-37.81131002617903, 144.98327727509536)",-37.811310026179,144.983277275095
"7053","(-37.805653516399715, 144.95948789451333)",-37.8056535163997,144.959487894513
"8321","(-37.810115585053275, 144.98347588944986)",-37.8101155850533,144.98347588945
"3035","(-37.803019804394694, 144.95708108619985)",-37.8030198043947,144.9570810862
"5434","(-37.81363153916266, 144.97780476785806)",-37.8136315391627,144.977804767858
"3802","(-37.808116589398395, 144.9547471729851)",-37.8081165893984,144.954747172985
"6172","(-37.81942611349134, 144.94490342879857)",-37.8194261134913,144.944903428799
"6660","(-37.81966139349092, 144.94976558136528)",-37.8196613934909,144.949765581365
"5488","(-37.81021819613768, 144.97813687105966)",-37.8102181961377,144.97813687106
"5165","(-37.815637286387144, 144.96099145080606)",-37.8156372863871,144.960991450806
"5440","(-37.8133224882197, 144.97785602807437)",-37.8133224882197,144.977856028074
"5536","(-37.81355041343346, 144.98290011748566)",-37.8135504134335,144.982900117486
"5806","(-37.815761228793, 144.9804762023069)",-37.815761228793,144.980476202307
"5529","(-37.81401364214847, 144.98282073109584)",-37.8140136421485,144.982820731096
"5838","(-37.81603640668578, 144.98127873333726)",-37.8160364066858,144.981278733337
"5824","(-37.81592700146243, 144.98028274502855)",-37.8159270014624,144.980282745029
"5819","(-37.81585716353906, 144.98135152160313)",-37.8158571635391,144.981351521603
"4260","(-37.809510592273725, 144.9557626274517)",-37.8095105922737,144.955762627452
"5572","(-37.811252279336344, 144.98328687910103)",-37.8112522793363,144.983286879101
"5908","(-37.802935640475, 144.9676046611276)",-37.802935640475,144.967604661128
"5924","(-37.80303441012997, 144.96765439598772)",-37.80303441013,144.967654395988
"1592","(-37.81661509572447, 144.96239809594528)",-37.8166150957245,144.962398095945
"5060","(-37.82528281058076, 144.96991750774305)",-37.8252828105808,144.969917507743
"2655","(-37.80465392902081, 144.94924754947715)",-37.8046539290208,144.949247549477
"2234","(-37.812085652084235, 144.9550140018767)",-37.8120856520842,144.955014001877
"5810","(-37.815790725799076, 144.9807463290314)",-37.8157907257991,144.980746329031
"6351","(-37.82137240236109, 144.95054926796084)",-37.8213724023611,144.950549267961
"5716","(-37.810690502813486, 144.9760686161336)",-37.8106905028135,144.976068616134
"8122","(-37.81669407791513, 144.98171485993547)",-37.8166940779151,144.981714859935
"3038","(-37.803002940227515, 144.95694670562756)",-37.8030029402275,144.956946705628
"1106","(-37.81447198507954, 144.96045681691243)",-37.8144719850795,144.960456816912
"5680","(-37.810019208784226, 144.97932283012003)",-37.8100192087842,144.97932283012
"5565","(-37.81199774148857, 144.9831621671131)",-37.8119977414886,144.983162167113
"5814","(-37.81582039584319, 144.98101517498233)",-37.8158203958432,144.981015174982
"4315","(-37.80939200298975, 144.9561920623273)",-37.8093920029898,144.956192062327
"6031","(-37.821304574786026, 144.94372722737688)",-37.821304574786,144.943727227377
"5661","(-37.80979697423187, 144.9786253759474)",-37.8097969742319,144.978625375947
"6248","(-37.81909965691749, 144.9472270428133)",-37.8190996569175,144.947227042813
"2662","(-37.80435064498897, 144.9492992310059)",-37.804350644989,144.949299231006
"5770","(-37.81202093776078, 144.97638779659894)",-37.8120209377608,144.976387796599
"8300","(-37.8073704668276, 144.95887883885877)",-37.8073704668276,144.958878838859
"5483","(-37.810496572436, 144.97809090753464)",-37.810496572436,144.978090907535
"5909","(-37.80294280087932, 144.96766992368654)",-37.8029428008793,144.967669923687
"912","(-37.81440744587311, 144.96883413715778)",-37.8144074458731,144.968834137158
"5446","(-37.81290967032932, 144.97792343027936)",-37.8129096703293,144.977923430279
"3368","(-37.80406031812777, 144.94317667886412)",-37.8040603181278,144.943176678864
"6080","(-37.81939745978721, 144.94563010486848)",-37.8193974597872,144.945630104868
"2727","(-37.80972555779269, 144.96097885944397)",-37.8097255577927,144.960978859444
"5566","(-37.81194665968286, 144.983170719415)",-37.8119466596829,144.983170719415
"5906","(-37.802928530981646, 144.9675399670159)",-37.8029285309816,144.967539967016
"5513","(-37.81484011193355, 144.98267969467264)",-37.8148401119335,144.982679694673
"1398","(-37.818635437963266, 144.96374242728461)",-37.8186354379633,144.963742427285
"5465","(-37.81048633699319, 144.97832900857458)",-37.8104863369932,144.978329008575
"1282","(-37.813033688592654, 144.95430777343313)",-37.8130336885927,144.954307773433
"5336","(-37.826697283703844, 144.96767567952082)",-37.8266972837038,144.967675679521
"8766","(-37.82943524622864, 144.9669679441877)",-37.8294352462286,144.966967944188
"4654","(-37.82533323321546, 144.96689638293805)",-37.8253332332155,144.966896382938
"2469","(-37.81048691290627, 144.96837904283967)",-37.8104869129063,144.96837904284
"5541","(-37.81329104696481, 144.98294512110553)",-37.8132910469648,144.982945121106
"5558","(-37.81236163796507, 144.98310130175412)",-37.8123616379651,144.983101301754
"5756","(-37.81192570588628, 144.97656464025124)",-37.8119257058863,144.976564640251
"5921","(-37.80281691034302, 144.96741335316648)",-37.802816910343,144.967413353166
"1528","(-37.81372065885267, 144.97230264023773)",-37.8137206588527,144.972302640238
"6109","(-37.81929825229301, 144.94565893391882)",-37.819298252293,144.945658933919
"5527","(-37.81411708650631, 144.98280290190883)",-37.8141170865063,144.982802901909
