"StreetId","avg_duration","std_duration","avg_lat","avg_lon"
"16",70.5692927794332,126.84284633793,-37.8099349942512,144.979000874736
"49",59.9050724220832,104.236038784906,-37.818979563106,144.950032211569
"78",90.1416968593855,135.379761065312,-37.8106121151966,144.9520658144
"79",47.2314075583724,85.7020515519784,-37.8191898253976,144.948522353432
NA,79.6006943500283,115.683613821269,-37.8136810518626,144.95978807075
