bay_id,st_marker_id,status,location,lat,lon
5240,11505S,Present,"(-37.81163085341211, 144.95283057502752)",-37.81163085341211,144.95283057502752
5439,11830E,Present,"(-37.813373318091216, 144.9778475851122)",-37.813373318091216,144.9778475851122
5478,11879W,Unoccupied,"(-37.811233168783744, 144.97796811231626)",-37.811233168783744,144.97796811231626
8844,8789W,Unoccupied,"(-37.822799212839655, 144.96656757196365)",-37.822799212839655,144.96656757196365
5547,12027W,Present,"(-37.81298169844368, 144.98299801712943)",-37.81298169844368,144.98299801712943
5422,11795W,Present,"(-37.81106788692762, 144.97545979214533)",-37.81106788692762,144.97545979214533
5432,11816E,Present,"(-37.8137343751161, 144.97778746167245)",-37.8137343751161,144.97778746167245
5029,9502N,Unoccupied,"(-37.828437104586975, 144.96674232101253)",-37.828437104586975,144.96674232101253
5694,12365S,Unoccupied,"(-37.810123248958305, 144.98027207315465)",-37.810123248958305,144.98027207315465
5762,12441S,Present,"(-37.811944023782885, 144.97568499510572)",-37.811944023782885,144.97568499510572
2687,10196E,Unoccupied,"(-37.80363260222154, 144.94961580163655)",-37.80363260222154,144.94961580163655
5693,12363S,Unoccupied,"(-37.8101160179561, 144.98020679605463)",-37.8101160179561,144.98020679605463
6387,13637W,Unoccupied,"(-37.82006792589053, 144.9443343571001)",-37.82006792589053,144.9443343571001
5898,C9032,Present,"(-37.80288266019555, 144.9671225621583)",-37.80288266019555,144.9671225621583
1761,2384N,Unoccupied,"(-37.814371236105046, 144.96246424218043)",-37.814371236105046,144.96246424218043
1755,2376N,Unoccupied,"(-37.81221482786226, 144.9698362138891)",-37.81221482786226,144.9698362138891
4317,C6972,Present,"(-37.809356342797855, 144.95626247620703)",-37.809356342797855,144.95626247620703
5408,11751W,Present,"(-37.81034399941822, 144.97536559551864)",-37.81034399941822,144.97536559551864
5540,12013W,Present,"(-37.813342544457015, 144.98293623034903)",-37.813342544457015,144.98293623034903
5867,C9170,Present,"(-37.79845224001575, 144.96520917346135)",-37.79845224001575,144.96520917346135
2462,C2804,Present,"(-37.810392075946986, 144.96870315319813)",-37.810392075946986,144.96870315319813
2416,C2654,Present,"(-37.80962526078701, 144.97133285589797)",-37.80962526078701,144.97133285589797
2754,4594E,Unoccupied,"(-37.80735089260331, 144.96592196065524)",-37.80735089260331,144.96592196065524
6834,14028E,Present,"(-37.796960138994535, 144.9581130060973)",-37.796960138994535,144.9581130060973
4198,C6674,Present,"(-37.80871941332218, 144.95851431801265)",-37.80871941332218,144.95851431801265
1286,4478E,Unoccupied,"(-37.81288172787934, 144.95423720108107)",-37.81288172787934,144.95423720108107
2887,4825W,Present,"(-37.810795007446984, 144.95865891936882)",-37.810795007446984,144.95865891936882
6302,13361W,Unoccupied,"(-37.81908992478574, 144.94931493665388)",-37.81908992478574,144.94931493665388
3869,C5634,Unoccupied,"(-37.806940722116515, 144.95495984787948)",-37.806940722116515,144.95495984787948
2669,10178E,Present,"(-37.80410451447679, 144.94953261336826)",-37.80410451447679,144.94953261336826
5515,11963W,Present,"(-37.81473633552044, 144.98269669915032)",-37.81473633552044,144.98269669915032
8318,12066E,Unoccupied,"(-37.80948443822311, 144.98381797003572)",-37.80948443822311,144.98381797003572
5424,11800E,Unoccupied,"(-37.81414911808527, 144.9777181023785)",-37.81414911808527,144.9777181023785
5577,12087W,Present,"(-37.81099085385367, 144.98333038070865)",-37.81099085385367,144.98333038070865
4267,C6866,Present,"(-37.80943461730371, 144.95583958698757)",-37.80943461730371,144.95583958698757
5788,12504N,Present,"(-37.81521909309631, 144.97554937880915)",-37.81521909309631,144.97554937880915
3818,C5486,Unoccupied,"(-37.80728263826147, 144.95436191587947)",-37.80728263826147,144.95436191587947
