bay_id,st_marker_id,status,location,lat,lon
5152,9974N,Unoccupied,"(-37.82603239661488, 144.96700237253026)",-37.82603239661488,144.96700237253026
3843,C5566,Unoccupied,"(-37.80641793309145, 144.9539693463589)",-37.80641793309145,144.9539693463589
5147,9964N,Unoccupied,"(-37.82596669710984, 144.96722787979286)",-37.82596669710984,144.96722787979286
1157,C1256,Unoccupied,"(-37.811769756078974, 144.95922397242657)",-37.811769756078974,144.95922397242657
3996,C5960,Unoccupied,"(-37.80385254071309, 144.95400681899247)",-37.80385254071309,144.95400681899247
5110,9912N,Present,"(-37.82556148551703, 144.96859437842016)",-37.82556148551703,144.96859437842016
3102,5258E,Unoccupied,"(-37.80490726254289, 144.95737100170908)",-37.80490726254289,144.95737100170908
1156,C1254,Unoccupied,"(-37.81181828646059, 144.95924619145325)",-37.81181828646059,144.95924619145325
1152,C1246,Present,"(-37.812154520306905, 144.9593977582353)",-37.812154520306905,144.9593977582353
4591,8319W,Present,"(-37.82507714999484, 144.96816461643544)",-37.82507714999484,144.96816461643544
1770,2399S,Present,"(-37.81491426983653, 144.96116498296556)",-37.81491426983653,144.96116498296556
1145,C1222,Present,"(-37.8123432545454, 144.95948382941992)",-37.8123432545454,144.95948382941992
4442,C7730,Present,"(-37.80318101848323, 144.95078523746167)",-37.80318101848323,144.95078523746167
3118,5278E,Present,"(-37.804590055885015, 144.95743168285213)",-37.804590055885015,144.95743168285213
3284,5850E,Unoccupied,"(-37.806470560294805, 144.95357314589475)",-37.806470560294805,144.95357314589475
4335,C7008,Unoccupied,"(-37.80924430645762, 144.95641336062138)",-37.80924430645762,144.95641336062138
3870,C5636,Unoccupied,"(-37.80691574560741, 144.95496431190531)",-37.80691574560741,144.95496431190531
4197,C6670,Present,"(-37.80871070565439, 144.9585441698922)",-37.80871070565439,144.9585441698922
2488,C2874,Present,"(-37.810709013284594, 144.9676187371634)",-37.810709013284594,144.9676187371634
8839,8779W,Present,"(-37.82288188823651, 144.9663858525641)",-37.82288188823651,144.9663858525641
2674,10183W,Present,"(-37.803986538656574, 144.94936336445556)",-37.803986538656574,144.94936336445556
5100,9898N,Unoccupied,"(-37.825504773219706, 144.96878836099705)",-37.825504773219706,144.96878836099705
3989,C5946,Unoccupied,"(-37.804026221723106, 144.9539758534026)",-37.804026221723106,144.9539758534026
3929,C5774,Unoccupied,"(-37.804368447801274, 144.9554163932999)",-37.804368447801274,144.9554163932999
4586,8314E,Present,"(-37.825207459129814, 144.96824537405004)",-37.825207459129814,144.96824537405004
3985,C5938,Unoccupied,"(-37.80412494211802, 144.95395824633061)",-37.80412494211802,144.95395824633061
4443,C7732,Unoccupied,"(-37.80317773867142, 144.95075600524456)",-37.80317773867142,144.95075600524456
3261,5814E,Unoccupied,"(-37.80696743898906, 144.95348567820156)",-37.80696743898906,144.95348567820156
2689,10198E,Present,"(-37.80357973082905, 144.94962510604972)",-37.80357973082905,144.94962510604972
3838,C5552,Unoccupied,"(-37.80656093303304, 144.95403448215598)",-37.80656093303304,144.95403448215598
4024,C6086,Unoccupied,"(-37.80502683874597, 144.9522851177424)",-37.80502683874597,144.9522851177424
4084,C6282,Present,"(-37.805020358224084, 144.9507813485468)",-37.805020358224084,144.9507813485468
4609,8338E,Present,"(-37.82457668385308, 144.9684363783186)",-37.82457668385308,144.9684363783186
3932,C5780,Present,"(-37.80421007960622, 144.95544486202414)",-37.80421007960622,144.95544486202414
3959,C5886,Present,"(-37.804977874965644, 144.9538059499031)",-37.804977874965644,144.9538059499031
4439,C7718,Unoccupied,"(-37.80357997154879, 144.95434658469168)",-37.80357997154879,144.95434658469168
3115,5272E,Present,"(-37.8046577008926, 144.95741874802246)",-37.8046577008926,144.95741874802246
3847,C5580,Unoccupied,"(-37.80632339665107, 144.95392640003823)",-37.80632339665107,144.95392640003823
4580,8304E,Unoccupied,"(-37.8254703928911, 144.96816627559642)",-37.8254703928911,144.96816627559642
3880,C5656,Unoccupied,"(-37.806617521044075, 144.95501761198784)",-37.806617521044075,144.95501761198784
5853,C9114,Present,"(-37.79839824640371, 144.9647112405815)",-37.79839824640371,144.9647112405815
2666,10174E,Unoccupied,"(-37.804214385640634, 144.94951325623254)",-37.804214385640634,144.94951325623254
3808,C5452,Present,"(-37.8075195968963, 144.95446934643988)",-37.8075195968963,144.95446934643988
